MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1051694|1|Sold|409900|04/24/2026|416500|1521||44th|Ave Ct||Greeley|Greeley|80634|College Green 2nd Fg Rplt Otlt A, B, C, D|Weld|10|10|3|3|Tri-Level||Attached|2|Monfort|Heath|Greeley Central|Live West Realty|3038009601|Sally Anderson|3039312677|FSTA|65|R2077886|1979|0|2436|2436|1812||1812||624|Full Basement|Eat-in Kitchen|Living Room Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.21|9345|RES||2104|2024|Don't miss your chance to own this delightful home on a cut de sac. This neighborhood is private, safe and quiet. Three bedrooms upstairs with 2 bathrooms. Primary Bed offers a private 3/4 bathroom. Main level has a large family room with an open kitchen and dining area. Walk down to the main level that boasts a large open space that could be used as a 2nd family room. This area walks out into the large backyard. Downstairs has a large room with an egress window that could be used as a 4th bedroom. The location is hard to beat! Close access to downtown and the University. This property has so many options!||1|1||-104.751271|40.411874|1|Apr 24 2026 01:54PM|02/16/2026|PERCH|Laurie|Morrical|Cash,Conventional,FHA,VA|Private Owner|
1051737|1|Sold|459900|03/20/2026|465000|1225||23rd|Ave||Greeley|Greeley|80634|Westview|Weld|10|9|5|3|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|Pezzuti And Associates LLC|3032465009|John Pezzuti|3032465009|0PEZZ|9|R2123186|1955|0|2672|2672|2204||2204||468|Partial Basement||Living Room Fireplace,Family/Recreation Room Fireplace,Dining Room Fireplace|Forced Air|Full Primary Bath||0.19|8400|RES||2469|2025|Welcome to this spacious ranch-style home in the established Westview neighborhood of Greeley. Situated on a large 8,400 sq ft corner lot, this 5-bedroom, 3-bathroom home offers over 2,600 square feet of finished living space with flexibility and room to grow. The main level features three bedrooms, including a primary suite with a private bath, plus inviting living areas ideal for everyday living and entertaining. Multiple fireplaces in the living, dining, and family/recreation spaces add warmth and character throughout. The kitchen includes all new appliances-refrigerator, electric range/oven, microwave, and dishwasher-while central air and forced air heat provide year-round comfort. The finished basement expands your options with two additional nonconforming bedrooms. The family room could easily function as a 6th bedroom, making this home ideal for multi-generational living, guests, or work-from-home situation. A bright sunroom offers added versatility and can serve as a greenhouse, hobby space, or peaceful retreat. Outside, enjoy the patio, mature trees, and fenced yard. The large corner lot provides additional privacy and usable outdoor space. The attached two-car garage (547 sq ft) offers ample storage and convenience. Centrally located with easy access to parks, schools, shopping, and everyday amenities, this home offers both neighborhood charm and convenience.||0|2||-104.716286|40.418826|1|Mar 23 2026 12:09PM|02/16/2026|KW002|Mirna|Herrera|Cash,Conventional,VA,USDA|Private Owner|
1051827|1|Sold|513000|05/13/2026|513000|2302||42nd|Ave Ct||Greeley|Greeley|80634|Virginia Hills 1st Rplt|Weld|10|13|4|4|2 Story||Attached|2|Monfort|Brentwood|Greeley West|Real|7208072890|Deb Youngbluth|3035172283|RLBKL|78|R2510686|1988|0|2753|2711|1831||949|852|952|90%+ Finished Basement|Separate Dining Room,Cathedral/Vaulted Ceilings|Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath||0.28|12250|SFR||2626|2025|Welcome to this beautifully maintained home tucked away in a quiet cul-de-sac in one of Greeley's most desirable neighborhoods. Seller is offering 5k towards buyers closing costs. Offering a perfect blend of comfort, style, and functionality, this residence features an inviting layout, abundant natural light. Step inside to a spacious main living area with vaulted ceilings and a warm, welcoming atmosphere-ideal for both everyday living and entertaining. Don't worry about electric bill with the owned solar panels. The kitchen offers ample cabinetry, generous counter space, and a seamless flow to the dining area and backyard. The finished lower level adds even more living space, whether you envision a cozy family room, rec area, or hobby space. Outside, enjoy Colorado living at its best with a large fenced yard, mature landscaping, and a patio perfect for summer evenings. Located close to schools, parks, shopping, and dining, this home offers convenience without sacrificing tranquility. -this is the one you've been waiting for.||1|2||-104.746691|40.401086|1|May 14 2026 03:33PM|02/17/2026|1RSRE|Scott|Nitzel|Cash,Conventional|Private Owner|
1051978|1|Sold|479900|03/26/2026|479900|1603||37th|Ave||Greeley|Greeley|80634|Rangeview North Am|Weld|10|10|4|4|Four-Level||Attached|3|Scott|Heath|Greeley Central|Sears Real Estate|9703307700|Seth Baker|9703737972|1SEAR|36|R2111086|1974|0|2304|2290|1706|568|568|568|598|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Pantry,Washer/Dryer Hookups,Wood Floors|2+ Fireplaces,Family/Recreation Room Fireplace,Basement Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.26|11207|RL||1478|2025|You're going to love the location of this wonderfully appointed 4 bedroom, 4 bath home with a 3 car garage with easy access to Bittersweet Park, shopping, dining and schools. There is a lot to love here. Wood floors throughout the main and upper level handsome updates in the incredible kitchen with gas range and double ovens, Cherry cabinets and updated bathrooms throughout the home. The lower level family room features a natural rock wall with huge gas fireplace! Finished basement with a 2nd fireplace and a fantastic yard with covered patio and a built in BBQ on a quarter acre lot that is fully fenced with full sprinkler system. Don't delay on this one!||1|2||-104.737707|40.414372|1|Mar 27 2026 11:57AM|02/19/2026|BLAWH|Stephanie|Mackie|Cash,Conventional,FHA,VA|Private Owner|
1052136|1|Sold|479000|04/17/2026|459000|1717||21st|Ave||Greeley|Greeley|80631|Montview Park|Weld|10|8|4|3|1 Story/Ranch||Attached|2|Jackson|Heath|Greeley Central|RE/MAX Alliance-Loveland|9706691234|Own This Home Team|9704814150|8RM1L|57|R3134886|1973|0|2492|2492|1879||1879||613|Partial Basement,90%+ Finished Basement|Separate Dining Room,Cathedral/Vaulted Ceilings,Pantry,Wood Windows,Walk-in Closet,Washer/Dryer Hookups,Wood Floors,Kitchen Island,Beamed Ceilings|Living Room Fireplace|Hot Water|Half Primary Bath|Contemporary/Modern|0.34|14760|RL||2369|2024|Beautifully maintained and spacious brick ranch situated on a generous 1/3-acre lot in a prime location near Banner Northern Colorado Medical Center and University of Northern Colorado, with convenient access to shopping, dining, and everyday amenities. Step inside to a bright and inviting living room featuring stunning new floor-to-ceiling picture windows that flood the space with natural light. The updated kitchen offers granite countertops, abundant cabinetry, and all appliances included. Gather around the large island or enjoy meals in the adjacent spacious dining area - perfect for everyday living and entertaining. The main level features three comfortable bedrooms, convenient main-floor laundry, and thoughtful functionality throughout. The finished basement includes a fourth bedroom, offering flexible space for guests, a home office, or additional living area. Outside, enjoy the expansive backyard with a large patio ideal for summer gatherings, plus a storage shed for added convenience. With no HOA and no Metro District, this property offers both freedom and value. A wonderful opportunity to own a move-in ready home in an established and highly convenient location.||1|1||-104.712936|40.411712|1|Apr 20 2026 10:18AM|02/20/2026|8RM1L|Billie Jo|Downing|Cash,Conventional,FHA,VA|Private Owner|
1052438|1|Expired|450000|||4285|W|15th|St Ln||Greeley|Greeley|80634|Country Club Estates|Weld|10|10|3|3|1 Story/Ranch||Attached|2|Scott|Heath|Greeley Central|Group Mulberry|9702210700|Kelly Glossi|9706903221|9GRPN|75|095911330018|1986|0|2761|2503|1387||1387||1374|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Pantry,Walk-in Closet,Washer/Dryer Hookups,Skylights,9ft+ Ceilings|2+ Fireplaces,Gas Fireplace,Living Room Fireplace,Family/Recreation Room Fireplace,Basement Fireplace|Forced Air,Hot Water|5 Piece Primary Bath|Patio Home|0.1|4537|R-L|210|1805|2025|Low-maintenance living meets timeless charm! This meticulously maintained gem is located in the well-established community of Country Club Estates. Designed for both comfort and entertaining, the home features a bright, open layout with beautiful flow, dramatic vaulted ceilings, formal dining area and a fireplace on each level. The expansive primary suite is an absolute retreat, featuring vaulted ceilings and a luxurious 5 piece ensuite bathroom with a soaking tub, dual sinks and an oversized closet. The fully finished basement includes an expansive living room- great for entertaining or relaxing by the fireplace as well as an additional bedroom and full bathroom. Enjoy outdoor living with three patio areas-one accessible from the primary bedroom, one off the living room and another from the kitchen-offering multiple spaces to relax or entertain. Every inch of this home reflects pride of ownership and also offers the freedom to come and go as you please. Agent is providing a comprehensive HOA Summary Report.||0|0||-104.748116|40.413322|3|May 27 2026 04:15AM|02/26/2026||||Cash,Conventional,FHA,VA|Private Owner|Monthly
1052440|1|Sold|385000|04/21/2026|389000|2814|W|6th|St||Greeley|Greeley|80634|BROADVIEW ACRES 4TH FLG|Weld|10|3|4|2|1 Story/Ranch||Attached|1|James Madison STEAM Academy|Franklin|Northridge|All Avenue Luxury- eXp|9706463013|Nikki Dishneau|9706463013|07856|54||1964|0|2102|1796|1026||1026||1076|Full Basement,75%+Finished Basement|Eat-in Kitchen,Separate Dining Room,Open Floor Plan,Pantry,Washer/Dryer Hookups,Wood Floors||Forced Air||Contemporary/Modern|0.23|9900|Res||$1,732|2024|This beautifully updated home offers comfort, functionality, and outdoor living at its best. Featuring a new roof, new paint, new carpet, and updated lighting, this property is truly move-in ready. The kitchen showcases refinished butcher block countertops that add warmth and charm.Enjoy multiple living spaces including a spacious rec room, plus French doors that open to a covered patio - perfect for indoor/outdoor entertaining. Step outside to a large, private fenced backyard complete with two concrete patios, a fire pit, and electric run to the shed for added versatility.Located directly across the street from a park, this home offers both privacy and convenience in a desirable setting.||0|1||-104.726897|40.426748|1|Apr 21 2026 12:09PM|02/26/2026|TRAPM|Michele|Gerbitz|Cash,Conventional,FHA,VA|Private Owner|
1052570|1|Sold|360000|04/16/2026|361800|2065||36th|Ave||Greeley|Greeley|80634|Meadows PUD|Weld|10|13|2|2|1 Story/Ranch||Attached|2|Meeker|Brentwood|Greeley West|C3 Real Estate Solutions, LLC|9702255152|Erin Brady|9709788698|JCSRE|42|R7397398|2001|0|2413|1309|1309||1224||1189|Full Basement,Unfinished Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Open Floor Plan,Bay or Bow Window,Stain/Natural Trim,Walk-in Closet||Forced Air|3/4 Primary Bath|Patio Home|0.08|3307|SFR|254|2049|2025|Welcome to 2065 36th Ave - a beautifully maintained ranch-style home that truly shows pride of ownership! This low-maintenance 2 bedroom, 2 bath home features brand new carpet and fresh paint, making it completely move-in ready.Enjoy easy main-level living plus the convenience of an HOA that covers exterior upkeep, exterior paint, landscaping, snow removal, and even provides a monthly cable credit.Clean, well cared for, and low maintenance - this one is ready for its next owner!||0|1||-104.7377|40.405513|1|Apr 16 2026 11:33AM|02/27/2026|1KREP|Terry|Wiedeman|Cash,Conventional,FHA,VA|Private Owner|Monthly
1053174|1|Backup|459900|||1801||24th|Ave Ct||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|4|3|Bi-Level||Carport|2|Meeker|Heath|Greeley Central|eXp Realty LLC|8884402724|Kyle MacAlmon|9702272552|EXPRE|140|R2314086|1966|0|2381|2381|1330||1330||1051|Full Basement|Separate Dining Room,Open Floor Plan,Pantry,Walk-in Closet,Washer/Dryer Hookups,Wood Floors|Great Room Fireplace,Single Fireplace|Forced Air|3/4 Primary Bath,Luxury Features Primary Bath|Contemporary/Modern|0.23|10020|RES||2157|2025|Completely Remodeled 4BD/3BA on an oversized corner lot (almost a quarter acre) - No HOA! Welcome to this stunning, fully remodeled home where no detail was overlooked. Nestled in a prime Greeley location, this 4-bedroom, 3-bathroom beauty offers the space, upgrades, and freedom you've been searching for. From the moment you arrive, you'll notice the fresh exterior paint and the rare convenience of three separate parking areas, including a long driveway with room for your boat, RV, or all the toys you've always wanted to keep at home. Step inside and be welcomed by beautifully refinished hardwood floors and a fresh, bright interior with new paint throughout. The heart of the home shines with new quartz countertops, new cabinets, new stainless appliances, faucet and light fixtures - a kitchen that's as functional as it is beautiful. Enjoy two separate living areas - one on the main level and one on the lower level - perfect for entertaining, a home office, a media room, or multigenerational living. The lower level also features a large mud room entry, ideal for Colorado living. The primary suite is a true retreat, boasting a spa-like bath with double sinks, double shower heads, and a walk-in closet. Multiple additional bedrooms also feature walk-in closets and generous square footage - room for everyone to spread out. Outside, relax or entertain on the large deck over the carport, soaking in the Colorado sunshine. Additional highlights include newer windows, central air conditioning, and new carpet. All of this, less than 1 mile from Northern Colorado Medical Center and close to parks, schools, shopping, and dining. This one checks every box - move-in ready, no restrictions, and loaded with upgrades. Don't miss it! A member of seller's LLC is a licensed real estate agent in Colorado.||0|1||-104.718268|40.41112|2|Jul 01 2026 09:00PM|03/06/2026||||Cash,Conventional,FHA,VA|Partnership|
1053797|1|Sold|370000|04/08/2026|381000|1759||29th|Ave Ct||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|6|3|2 Story||Attached|2|Scott|Heath|Greeley Central|Real|7208072890|Jimmy Stewart|9702903755|RLBKL|27|R2236186|1972|0|2524|2524|1852||1852||672|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Washer/Dryer Hookups,Wood Floors||Forced Air|3/4 Primary Bath|Contemporary/Modern|0.21|8986|RES||2278|2025|Welcome to 1759 29th Ave Ct in Greeley, a charming home tucked into a quiet cul-de-sac that offers comfort, space, and everyday convenience. This inviting property has a welcoming entry that flows into bright, open living spaces designed for both relaxation and entertaining. Large windows fill the home with natural light, creating a warm and airy feel throughout. The main living area connects seamlessly to the dining space and kitchen, making it easy to host gatherings or enjoy quiet evenings at home. The kitchen provides ample cabinet and counter space, giving you plenty of room for meal prep, storage, and everyday functionality. The bedrooms offer comfortable retreats with generous space and flexibility for family, guests, or a home office. The Large primary bedroom provides a peaceful place to unwind at the end of the day, while additional bedrooms allow room to grow or personalize to your needs. Thoughtful layout and practical design make daily living both easy and enjoyable. Step outside to a backyard that offers space to relax, garden, or entertain. Whether you're enjoying Colorado's sunny afternoons, hosting a barbecue, or simply unwinding after a long day, the outdoor area adds even more versatility to this home. The property also offers convenient access to nearby parks, schools, shopping, and dining, making it easy to enjoy everything Greeley has to offer while still appreciating the calm of a residential neighborhood. With its comfortable layout, welcoming atmosphere, and great location, this home presents a wonderful opportunity to settle into a space that truly feels like home. Don't miss the chance to make this inviting Greeley property your own. Property "Sold As"||0|2||-104.727181|40.411594|1|Apr 08 2026 04:57PM|03/13/2026|0RERE|Karrie|Lopezi|Cash,Conventional,Seller Points/Buydown|Private Owner|
