MLSNumber|Category|Status|Price|SoldDate|SoldPrice|StNumber|StDir|StName|StType|Unit|City|Locale|ZipCode|Subdivision|County|Area|MLSSubAreaCode|Bdrm|Bath|Style|LandSize|GarType|GarSpaces|Elementary|MiddleSchool|HighSchool|OfficeName|OfficePhone|AgentName|AgentPhone|OfficeCode|DOM|AssessorCode|YearBuilt|NewConstruction|TotalSqFt|FinishedSQFTincBasement|FinishedSQFT|LowerSQFT|MainFloorSQFT|UpperSQFT|BasementSQFT|BasementFoundation|DesignFeatures|Fireplace|Heating|MasterBedroomBath|Type|Acres|LotSize|Zoning|AssocFee|EstAnnualTaxes|TaxYear|LargeText|TotalUnits|HalfBaths|ThreeQuarterBaths|FG_Description|Longitude|Latitude|FullBaths|LastUpdateDate|ListDate|BuyerOfficeMlsId|BuyerAgentFirstName|BuyerAgentLastName|FG_NewFinancing|FG_Ownership|AssocFeeFreq
1026019|1|Sold|390000|03/20/2025|400000|906||41st|Ave||Greeley|Greeley|80634|WESTMOOR ACRES 1ST FG|Weld|10|2|3|2|Bi-Level||Attached|1|Shawsheen|Franklin|Northridge|C3 Real Estate Solutions, LLC|9702255152|Erin Brady|9709788698|JCSRE|36||1977|0|1842|1758|1758|892|950||0|90%+ Finished Basement|Eat-in Kitchen||Forced Air|||0.15|6600|RES||1378.08|2024|Location, location, location! This bi-level home is centrally located in Greeley-its close to schools, parks, restaurants and shopping! It sits on a large, oversized lot-check out that backyard. With 3 bedrooms, 2 bathrooms and a 1 car attached garage, this home has plenty of room! A/C. It's been updated and features milarc cabinets, SS appliances and laminate flooring. And the best part-no HOA or metro district!||0|1||-104.74602|40.42337|1|Mar 20 2026 04:15AM|02/07/2025|0KWDN|Melissa|Hernandez|Cash,Conventional,FHA,VA|Private Owner|
1026438|1|Sold|389900|05/23/2025|384000|627||35th|Ave||Greeley|Greeley|80634|Edwards Homes|Weld|10|2|3|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Sears Real Estate|9703307700|Ryan Andre|9703811081|1SEAR|99||1959|0|2112|1920|1316||1316||796|Partial Basement,75%+Finished Basement|Separate Dining Room,Washer/Dryer Hookups|2+ Fireplaces|Forced Air,Pellet Stove|Shared Primary Bath||0.18|8000|RM||1714|2024|Back On the Market, buyer couldn't get financing. Well maintained all brick home on a corner lot with alley access. Three bedrooms on the main floor, basement "flex room" could be a fourth bedroom. One year old furnace and central air. Oversized one car garage and 13x29 covered back patio. Great location to schools, parks and many other nearby conveniences.||0|1||-104.73546|40.42647|1|Jun 11 2025 09:21AM|02/14/2025|1PROT|Ann Marie|Rasmussen|Cash,Conventional,FHA,VA,1031 Exchange|Private Owner|
1026516|1|Sold|420000|04/10/2025|420000|725||37th|Ave Ct||Greeley|Greeley|80634|Westmoor|Weld|10|2|5|3|1 Story/Ranch||Attached|2|Shawsheen|Franklin|Northridge|Realty One Group Fourpoints|9705735880|Amy Collins|9705451205|ROGF1|54||1972|0|2420|2420|1210||1210||1210|90%+ Finished Basement|||Forced Air|||0.19|8107|RESID||1230|2024|This amazing, sprawling ranch has just been completely remodeled and is ready to make yours! Home features brand new windows and roof, new carpet, new quartz countertops, vinyl flooring in the kitchen and dining area, new ceiling drywall and fresh exterior and interior paint throughout! Located in a wonderful neighborhood and minutes from dining, shopping, several parks and schools! Enough space for the whole family with its 5 bedrooms, 3 baths and a fully fenced yard... priced to move!!||0|0||-104.736195|40.425979|3|Jun 23 2025 12:54PM|02/15/2025|KTLRE|Amanda|Unrein|Cash,Conventional,FHA,VA|Private Owner|
1026939|1|Expired|595000|||1796||43rd|Ave||Greeley|Greeley|80634|College Green|Weld|10|10|4|3|Tri-Level||Attached|2|Monfort|Heath|Greeley Central|Resident Realty|9702828585|Julie Perich|9704128585|0RERE|115||1979|0|2576|2576|1978|483|783|699|598|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups,Sunroom|Family/Recreation Room Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.24|10318|res||1617|2024|This home really is a head turner. There is so much that is upgraded and beautifully unique in this home! Enjoy the large charming sunroom that brings the beautiful back yard with large trees and flowers into the home as well as loads of sunlight and entertaining space. That's not all, enjoy the private deck off the primary bedroom to enjoy your coffee or read a good book on your own deck! Speaking of the primary, the primary bath.. all newer with incredible shower and beautiful finishes. All added to the home .. lets keep going.. enjoy beautiful laminate hard wood flooring that again adds light and a charming look and feel. Then there is the kitchen, light and bright with newer appliances, flooring, cabinets and countertops. From the kitchen you will look into a beautiful family room with built ins and wood burning fireplace. There is a large living room and a formal dining room. Plenty of space for large gatherings and fun. So much space! How about 4 large bedrooms and a finished basement rec room or study! Don't miss this opportunity to see this beautiful home with so many new and incredible features that a new home may not compare to! Easy to show and quick possession!||1|1||-104.74862|40.40829|1|Jun 18 2025 12:06AM|02/22/2025||||Cash,Conventional,FHA,VA|Private Owner|
1026996|1|Sold|400000|03/28/2025|405000|4311|W|14th|St Dr||Greeley|Greeley|80634|County Club Estates|Weld|10|10|3|2|Four-Level||Attached|2|Monfort|Heath|Greeley Central|Kittle Real Estate|9704604444|Rob Kittle|9704604444|KTLRE|31|095911214014|1984|0|1760|1760|1376||768|608|384|90%+ Finished Basement,Crawl Space|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Open Floor Plan,Pantry|Family/Recreation Room Fireplace|Forced Air|Shared Primary Bath,Full Primary Bath|Contemporary/Modern|0.16|7103|PUD||1848|2024|This well designed home in Country Club Estates offers a flexible four-level layout with multiple living spaces, modern upgrades, and no HOA-all just a short distance from the Greeley Country Club. The main level living room welcomes you with brand-new plush carpet flooring, creating a cozy space to relax and entertain guests. The family room steals the show with a floor-to-ceiling brick fireplace, the perfect centerpiece for relaxing nights and intimate gatherings. This space seamlessly connects to the renovated kitchen, equipped with sleek black appliances, ample cabinetry and prep space, and a pantry for additional storage. The upper level houses three bedrooms, including the primary suite which offers its own private access to the shared full bathroom for added convenience. A finished basement extends the living space further, offering a flexible bonus area that can be utilized as additional entertainment space, a guest bedroom, or whatever suits your lifestyle needs. Outside, the fenced backyard is your private outdoor escape. Enjoy al fresco dining on the concrete patio, grow your own garden in the planter boxes, and take advantage of the storage shed for all your tools and gear. With a prime location and easy access to shops, restaurants, and city amenities, this home offers the best of West Greeley living. Additional updates include newer wood laminate flooring in kitchen, family room, and bedrooms.||0|1||-104.74849|40.41492|1|Mar 28 2026 04:15AM|02/24/2025|KWR80|Hanna|Jones|Cash,Conventional,FHA,VA|Private Owner|
1027137|1|Sold|400000|04/17/2025|400000|1319||28th|Ave||Greeley|Greeley|80634|Westview|Weld|10|9|5|2|1 Story/Ranch||Carport|1|Scott|Heath|Greeley Central|RE/MAX Alliance-Greeley|9703305000|Chad Nixon|9707760658|1RMFG|51||1964|0|2376|2376|1350||1350||1026|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Separate Dining Room|Living Room Fireplace|Forced Air|Shared Primary Bath||0.2|8680|RES||1757|2023|Back on market at no fault to home or seller. Updated brick 5 bed, 2 bath home offers a perfect blend of modern upgrades and timeless charm.Hardwood floors extend throughout the main level, leading to a warm and inviting dining and living area featuring a Regency wood-burning fireplace with blowers, a temperature gauge, and a chimney insert-an $8,000 investment.The kitchen has been tastefully updated with newer appliances, a Velux solar-powered skylight that opens with a remote, a touch on/off faucet, and tiled floors for a sleek and modern feel.Additional updates include new interior and exterior paint, new carpet, $40,000 worth of Renewal by Andersen windows, with a transferable warranty, and a smart thermostat.Main level has 3 bedrooms, while the finished basement adds two additional bedrooms, an updated tiled shower, and a family room.Step outside through the newer doors leading to a large covered patio, fenced-in backyard, where a solar-powered gate provides convenient access from the alley behind the home.This expansive backyard offers ample space for a detached garage, shop, or an ADU (Accessory Dwelling Unit)-buyers to verify with the city for approval.There's also plenty of room to park a camper, RV, or boat. Sherwood Park is just across the alley, featuring pickleball courts, a basketball court, and a playground, making it easy to enjoy outdoor activities without crossing a busy street.In addition to Sherwood Park, this home offers walking and biking access to Bittersweet Park, Woodbriar Park, Cottonwood Park, Sanborn Park, and Centennial Park.The home along the bikeway on 28th, providing convenient routes for biking and walking throughout the area.With its solid brick construction, modern updates, and prime location near parks and outdoor amenities, this home is a rare find.Move-in ready and thoughtfully upgraded, it's a great opportunity for those looking for a well-maintained property with extra space and flexibility.||0|1||-104.72514|40.41755|1|Apr 17 2026 04:15AM|02/26/2025|07397|Alana|Bethune|Cash,Conventional,FHA,VA|Private Owner|
1027226|1|Sold|385000|04/25/2025|385000|1315||23rd|Ave Ct||Greeley|Greeley|80634|Westview|Weld|10|9|3|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|RE/MAX Alliance-FTC South|9702263990|Kyle Christianson|9708376378|9RMSA|56||1957|0|2242|2000|1121||1121||1121|Full Basement,90%+ Finished Basement|Eat-in Kitchen|Living Room Fireplace|Forced Air||Contemporary/Modern|0.19|8276|Res||1,829|2024|Welcome to this charming 3-bed, 2-bath brick ranch style home in a desirable neighborhood with mature landscaping and no HOA! Enjoy the warmth of wood floors and a fireplace in the inviting living room. The cozy updated kitchen is perfect for family gatherings. The large finished basement offers additional living space, ideal for a rec room or home office. Step outside to a big backyard, perfect for outdoor activities and relaxation. This home combines comfort and convenience in a fantastic location.||0|0||-104.71734|40.41773|2|Apr 25 2026 04:15AM|02/27/2025|ROGP1|Stephanie|Sawin|Cash,Conventional,FHA,VA|Private Owner|
1027407|1|Sold|355000|06/13/2025|360000|1116||25th|Ave||Greeley|Greeley|80634|Westview|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Maplewood|Heath|Greeley Central|Keller Williams Mountain Properties|9704761600|Rebecca Fishkin|9704492978|07576|106||1961|0|1750|1750|875||875||875|Full Basement,90%+ Finished Basement|Eat-in Kitchen|Family/Recreation Room Fireplace|Forced Air|Shared Primary Bath|Contemporary/Modern|0.17|7590|SFR||1568|2025|Welcome to this affordable home with a low maintenance brick exterior. Inside you will experience the new flooring and paint throughout the main floor. Enjoy making meals in eat-in kitchen with new LVP flooring. The basement, finished in 2023, has new paint and has the additional two bedrooms and a 3/4 bath, plus a fireplace. With four bedrooms total, you have the flexibility to accommodate everyone comfortably, work from home or even have your own fitness/craft room. The fenced backyard is great for your furry friends or hosting a BBQ during the warm summer days. Come see your new home today!||0|1||-104.72048|40.42122|1|Jun 16 2025 08:51AM|02/26/2025|1SCOT|Sam|Chhor|Cash,Conventional,1031 Exchange|Private Owner|
1027849|1|Expired|399000|||3110|W|5th|St||Greeley|Greeley|80634|Broadview Acres 8th Add|Weld|10|3|5|2|1 Story/Ranch||Attached|1|Shawsheen|Franklin|Northridge|Symbio|7209557770|Derek Schulze|7209557770|07377|132||1969|0|1924|1924|1924||962|0|962|75%+Finished Basement|Eat-in Kitchen||Forced Air|Full Primary Bath||0.15|6534|SFR||1601|2023|Welcome to this spacious and versatile five-bedroom, two-bathroom ranch home in Greeley, CO. Featuring a fully finished basement, this home is perfect for a large family or multigenerational living. The main level offers a bright and open living room, three well-sized bedrooms, an updated full bathroom, and an updated kitchen with stainless steel appliances. Downstairs, you'll find a huge second living area, two additional bedrooms, a bathroom, and a large laundry room, providing plenty of space and flexibility. The fenced-in backyard features a large deck, perfect for outdoor entertaining, relaxing, or enjoying the Colorado sunshine. Conveniently located near schools, parks, shopping, and dining, this home is a fantastic opportunity for those looking for space, comfort, and a prime Greeley location.||0|1||-104.73119|40.42813|1|Jul 16 2025 12:06AM|01/15/2025||||Cash,Conventional,FHA,VA|Private Owner|
1027854|1|Expired|405000|||1404||28th|Ave||Greeley|Greeley|80634|Westview|Weld|10|9|3|2|Bi-Level||Detached|1|Scott|Heath|Greeley Central|RE/MAX Momentum Frederick|3038337075|Celina Grafmyer|9709397647|RMFRE|148||1964|0|1796|1796|898||898||898|Full Basement||Gas Fireplace,Family/Recreation Room Fireplace|Forced Air|Shared Primary Bath||0.18|8005|R||1613|2023|This stunning 3 bedroom, 2 bath offers comfort and style, perfectly situated on a corner lot. The updated front yard is xeriscape to perfection. Combining modern aesthetics with low maintenance convenience. Say goodbye to constant upkeep and hello to a beautifully designed outdoor space that saves time, water, energy - all while enhancing curb appeal. Inside, this home has been thoughtfully updated with a fresh coat of paint upstairs, giving it a bright clean modern feel. Brand new carpet has been installed in the lower bedrooms and the upstairs primary bedroom carpet has been professionally cleaned. This well maintained home is conveniently located near multiple parks which offer endless opportunity for outdoor fun. As well as easy access to schools, shopping and dining.||0|0||-104.72449|40.41722|2|Aug 01 2025 12:06AM|01/30/2025||||Cash,Conventional,FHA,VA|Licensed Owner|
1028044|1|Sold|409900|05/02/2025|400000|2917|W|12th|St||Greeley|Greeley|80634|Wilshire|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|Four Peaks Real Estate|9705183110|Alexa Hood|9705712233|FPRE1|57||1960|0|1738|1738|925||925||813|75%+Finished Basement|Eat-in Kitchen,Open Floor Plan,Bay or Bow Window,Fire Alarm,Washer/Dryer Hookups,Wood Floors||Forced Air|Shared Primary Bath||0.15|6599|RES||1581.60|2025|Take a look at this beautifully updated ranch in the heart of Greeley! This home boasts a brand new kitchen, new flooring throughout, fully updated bathrooms and much more! The bright open floor plan is both inviting and the perfect place to host family and friends. The spacious basement with two bedrooms, beautiful large bathroom and functional laundry room provides plenty of space for the whole family. The home comes complete with an attached one car garage, extra driveway parking and a backyard ready for your finishing touches! Don't miss this one, check it out today!||0|1||-104.72789|40.4201|1|May 03 2025 06:51AM|03/07/2025|1RSRE|Traci|Wright|Cash,Conventional,FHA,VA|Licensed Owner|
1028128|1|Sold|399999|05/05/2025|399999|1001||43rd|Ave|32|Greeley|Greeley|80634|Country Club Maples|Weld|10|10|3|3|1 Story/Ranch||Attached|2|Monfort|Heath|Greeley Central|MB/Giles Realty, LLC|9703510405|Rhonda Giles|9703022367|1CUST|57|R2056486|1979|0|2622|2622|1358||1358||1264|Partial Basement,90%+ Finished Basement|Eat-in Kitchen,Cathedral/Vaulted Ceilings,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups,Split Bedroom Floor Plan|2+ Fireplaces|Forced Air|Luxury Features Primary Bath|Legal, Conforming|0.11|4620|Res|425|1432|2024|Spacious ranch style patio home with vaulted ceilings, 2 fireplaces both with electrical inserts. Main floor laundry & office. Basement's large family room with wet bar, refrigerator & hot plate. TV & brackets in LR are included. Backyard is enclosed & is maintained by homeowner. Luxury primary 5 piece bath, walk in closet. Covered patio & mature landscaping. All stainless steel kitchen appliances are included. Buyer to verify all #s, schools and information. Handicap ramp is negotiable||0|1||-104.74845|40.420902|2|May 05 2025 06:03PM|03/10/2025|ROGFC|Natalee|Newsom|Cash,Conventional,FHA,VA|Private Owner|Monthly
1028155|1|Sold|379000|06/20/2025|389000|537||30th|Ave||Greeley|Greeley|80634|Broadview Acres 6th Add|Weld|10|3|3|2|1 Story/Ranch||Attached|1|Madison|Franklin|Northridge|970 Real Estate, LLC|9704055010|Kristi Bolt|9705906800|NCRE1|102||1968|0|1728|1248|864||864||864|Full Basement,50%+Finished Basement|Eat-in Kitchen||Forced Air|Shared Primary Bath|Zero Lot Line|0.16|6780|sfr||1415|2024|This ranch-style home features a spacious floor plan with three cozy bedrooms and modern updates throughout. The interior boasts sleek, updated finishes, including hardwood floors, contemporary light fixtures, and fresh neutral paint, creating a bright and inviting atmosphere. Large windows offering plenty of natural light and flows seamlessly throughout the living area, perfect for entertaining. Outside, the property really shines with a huge backyard - an expansive, private space that's ideal for outdoor activities, gardening, or relaxing. There's plenty of room for a pool, hot tub or even an outdoor kitchen. The backyard is fully fenced, providing both privacy and security for family and pets and back to a local park! The home combines classic ranch style with contemporary updates, offering both comfort and style.||0|0||-104.72885|40.42734|2|Jun 20 2025 08:39PM|03/10/2025|EXPRE|Bridget|Osborne|Cash,Conventional,FHA,VA|Private Owner|
1028199|1|Expired|390000|||2223||17th|St||Greeley|Greeley|80631|Hays|Weld|10|8|4|2|1 Story/Ranch||Attached|1|Jackson|Heath|Greeley Central|Coldwell Banker Realty- Fort Collins|9702236500|Ben Woodrum|9705812540|9CBCO|213|R1278597|1956|0|2430|2308|1215||1215||1215|Full Basement,90%+ Finished Basement|Eat-in Kitchen,Open Floor Plan,Washer/Dryer Hookups,Wood Floors|Living Room Fireplace|Forced Air|Shared Primary Bath||0.21|9291|RES||1843|2024|Welcome to the Colorado lifestyle in this charming ranch-style home nestled on a .21- acre lot! Step inside to the oversized living room, where beautiful wood floors and an inviting fireplace create a warm and welcoming atmosphere. The main floor boasts three comfortable and spacious bedrooms, while the finished basement features an extra bedroom and a large recreation area, perfect for entertaining or relaxing. Enjoy the sunny southern exposure that floods the home with natural light and quickly melts driveway snowfall. The large yard is ideal for raising chickens, tending to a flourishing garden, and parking your RV along with other toys. With no HOA restrictions, you have the freedom to customize your space. Conveniently located near schools, parks, Banner Medical Center, UNC, and a variety of amenities, this home truly combines comfort and convenience. Welcome Home!||1|0||-104.71514|40.41273|1|Oct 10 2025 12:06AM|03/11/2025||||Cash,Conventional|Private Owner|
1028318|1|Sold|400000|04/16/2025|415000|2711|W|17th|St Rd||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|3|2|Bi-Level||Attached|2|Scott|Heath|Greeley Central|1st Realty Associates Inc|3037763200|June Lemmings|9705735791|L1ST|35|095912406006|1970|0|1719|1719|1200||1200||519|90%+ Finished Basement,Walk-out Basement|Eat-in Kitchen,Separate Dining Room,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups,Skylights|Family/Recreation Room Fireplace,Basement Fireplace,Single Fireplace|Forced Air|Shared Primary Bath,Luxury Features Primary Bath|Contemporary/Modern|0.17|7405|RES||1858|2024|Welcome to this bright & airy 3-bedroom, 2-bathroom home with an oversized 2 car garage, offering both style & practicality for everyday living. Situated on a large lot, the home features a stunning, expansive yard with mature oak & peach trees, creating a peaceful outdoor retreat perfect for family gatherings, gardening, or simply relaxing. Inside, you'll find a thoughtfully designed layout with many lots of light from upgraded energy efficient windows throughout. The home features outside permanent lighting, along with a front patio, & large deck in the back, making it perfect for evening entertaining. The kitchen is highlighted by the large skylight, plus, it's plumbed for a gas stove-giving you the flexibility to choose your preferred cooking style. The AC, furnace, & water heater have all been recently updated & regularly maintained. The finished walk-out basement is a bonus, featuring a 3/4 bathroom with heat lamps & a stall shower, perfect for guests or multi-generational living. With direct access to both the front & back of the property, the basement can easily be used as a versatile space for a home office, entertainment area, or additional guest room. The upgraded thermostat allows you to easily control both heating & air conditioning from your phone, offering ultimate comfort & energy efficiency. This home combines the best of both worlds-functional living spaces, beautiful outdoor surroundings, and exceptional neighborhood. Don't miss out on the opportunity to make this peaceful home yours!||0|1||-104.72367|40.41254|1|Apr 18 2025 10:00AM|03/12/2025|AMRE1|Sherri|Elmore|Cash,Conventional,FHA,VA|Private Owner|
1028361|1|Expired|439900|||1916||20th|St||Greeley|Greeley|80631|Andersons Glenmere Add|Weld|10|8|4|3|1 Story/Ranch||Attached|2|Cameron|OTHER|Greeley Central|The Janes Group|9705818838|Shavonn Janes|9705818838|SHAVO|141|R3571486|1957|0|2510|2510|1254||1346||1164|90%+ Finished Basement|Eat-in Kitchen,Workshop,Washer/Dryer Hookups,Wood Floors,Crown Molding|2+ Fireplaces,Gas Fireplace,Family/Recreation Room Fireplace|Forced Air,Pellet Stove|Shared Primary Bath|Contemporary/Modern|0.27|11880|RES||2065|2024|Step into this charming and beautifully updated brick ranch in the highly sought-after Anderson's Glenmere neighborhood! This home seamlessly blends classic character with modern updates, featuring a newly updated kitchen and bathroom that bring a fresh, stylish feel. The spacious family room showcases gorgeous hardwood floors, while the primary suite offers built-ins and a charming cedar closet for added character. Downstairs, the fully finished basement is an entertainer's dream, complete with a huge rec room, wet bar, fireplace, and built-in entertainment center with lighting-perfect for hosting gatherings or creating a cozy retreat. A large basement bedroom suite with a walk-in closet provides extra living space, and newer windows throughout the home bring in natural light while enhancing energy efficiency. Step outside and enjoy the beautifully landscaped, fenced backyard featuring fruit trees and a serene pergola patio-an ideal place to unwind. The enclosed patio with a cozy pellet stove offers a warm and inviting spot to sip morning coffee while watching the birds or enjoying a peaceful evening. With an oversized garage providing extra storage space, this home is as functional as it is inviting. This home radiates pride of ownership and offers a welcoming, fun atmosphere-whether you're hosting in the basement wet bar, relaxing by the fire in the enclosed patio, or soaking in the beauty of the backyard in full bloom. Don't miss your chance to make this incredible home your own-schedule your private tour today!||1|2||-104.71163|40.40627|0|Aug 01 2025 12:06AM|03/13/2025||||Cash,Conventional,FHA,VA|Private Owner|
1028454|1|Sold|525000|04/29/2025|515000|1796||43rd|Ave||Greeley|Greeley|80634|College Green 3rd Fg|Weld|10|10|4|3|Four-Level||Attached|2|Monfort|Heath|Greeley Central|Resident Realty|9702828585|Julie Perich|9704128585|0RERE|48|R2082886|1979|0|2576|2576|2086||2086||598|Partial Basement,75%+Finished Basement|Eat-in Kitchen,Separate Dining Room,Cathedral/Vaulted Ceilings,Open Floor Plan,Walk-in Closet,Washer/Dryer Hookups|Re-circulating Fireplace|Forced Air|3/4 Primary Bath|Contemporary/Modern|0.24|10318|res-Improv||1617|2024|This house offers so much and priced to sell! Do not miss out on this lovingly renovated home with so many new features! Enjoy stunning laminate flooring thru out this home offering an updated and beautiful design. Enjoy an open and inviting living room that flows to a spacious formal dining room. A stunning kitchen with bright white cabinets, beautiful back splash, gas cooktop and stainless appliances that flows to a large kitchen eating space. Enjoy a gorgeous family room with generous built ins and a lovely fireplace as well as a Study or fourth bedroom. Adjacent is a bright sun room that brings the large back yard into the living space with beautiful roses, large trees and your own grape arbor. The basement level provides a great additional rec room or office and storage. So many possibilities! Upstairs you will enjoy a fantastic master with a BEAUTIFUL NEW primary bath, includes contemporary tiles spacious shower and modern cabinets. Step onto the primary balcony overlooking the grape arbor and fabulous yard. All that privacy is yours to enjoy! This home is truly special with upgrades at every corner. Quick possession and easy to show!||1|1||-104.74862|40.40829|1|Apr 29 2025 01:42PM|03/13/2025|9ERRM|Jenni Lee|Stults|Cash,Conventional,FHA,VA|Private Owner|
1028821|1|Expired|375000|||3247||19th|St Dr||Greeley|Greeley|80634|Rolling Hills|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Scott|Heath|Greeley Central|Coldwell Banker Plains-Windsor|9706867620|Paula Harder|9705391315|CBPW1|152||1973|0|1862|1800|950||950||912|Full Basement,90%+ Finished Basement|Eat-in Kitchen||Forced Air|Shared Primary Bath||0.14|6000|RES||1654.00|2024|Check out this charming 4 bedroom 2 bath ranch style home, perfect for family living or a great investment opportunity. This home features an open living room that flows into the dining room and kitchen space, 3 bedrooms on the main, a full finished basement with large rec room, study, 4th bedroom and bath. Step outside to a covered patio, large backyard and storage shed. Located in a quiet neighborhood close to shopping and community park.||0|0||-104.732312|40.407882|2|Aug 18 2025 12:06AM|03/17/2025||||Cash,Conventional,FHA,VA|Private Owner|
1028910|1|Sold|375000|04/29/2025|355000|3342|W|19th|St Rd||Greeley|Greeley|80634|Rolling Hills 3rd Add|Weld|10|9|4|2|1 Story/Ranch||Attached|1|Meeker|Heath|Greeley Central|Austin & Austin Real Estate|9703530790|Chuck Bowles|9703960963|1AUST|20|095912315045|1974|0|2007|2007|1032||1032||975|Full Basement,75%+Finished Basement|Separate Dining Room,Open Floor Plan,Fire Alarm,Washer/Dryer Hookups||Forced Air|||0.15|6400|RL||1798|2024|Discover this charming 4 bedroom/2 bath home situated in the heart of town! Cherished by the same family since 1985, this home has been well cared for throughout the years. A covered front entryway welcomes you. Once inside, you will see a spacious living room with vaulted ceilings, open kitchen and dining room. An inviting southerly facing 10'x20' sunroom off the dining room brings in warmth and tons of natural light! Deck located off the sunroom is perfect for entertaining those backyard BBQ's! Basement has plenty of shelving and storage space, a nice size 3/4 bath and finished 11'x14' bedroom with open beam ceiling and built-in bench seat. Landscaped front yard has a built-in brick planter ready for your flowers, plenty of shade trees, a fully fenced backyard and sprinkler system. Great location and close to all the amenities! Don't miss out and schedule your showing today!||0|2||-104.733786|40.408252|0|Apr 30 2025 09:03AM|03/20/2025|07444|Ilde|Dominguez|Cash,Conventional,FHA,VA|Private Owner|
1029030|1|Sold|400000|04/29/2025|400000|3014||19th|St||Greeley|Greeley|80634|Rolling Hills 3rd Add|Weld|10|9|3|2|1 Story/Ranch||Attached|1|Meeker|John Evans|Greeley Central|Real Estate Connections, Inc|9703883969|Laura Mendoza|9703883969|1RCON|40|R2250686|1973|0|1924|962|962||962||962|Full Basement|Separate Dining Room||Forced Air|||0.14|6000|r1||1579|2024|Tastefully remodeled and fits many people with this 4 bedroom, 2 bath. Close to parks, schools and shopping. New sprinkler system and a great fenced backyard for entertaining.||0|1||-104.73119|40.41003|1|Apr 30 2025 11:39AM|03/13/2025|JCSRE|Erin|Brady|Cash,Conventional,FHA,VA|Private Owner|
1029078|2|Sold|310000|10/24/2025|303000|3950|W|12|St|11|Greeley|Greeley|80634|Bittersweet|Weld|10|10|3|2|1 Story/Ranch||Attached|1|Scott|Franklin|Greeley Central|Pro Realty, LLC|9703531117|Karen Edwards|9703816496|TONYC|199|R2045386|1986|0|2050|1948|1032||1032||1018|Full Basement,90%+ Finished Basement|Open Floor Plan,Bay or Bow Window,Stain/Natural Trim,Washer/Dryer Hookups||Forced Air|Shared Primary Bath|Patio Home,Legal, Conforming|0.12|5125|RH|350|1500|2024|PRICED TO SELL! 85K n upgrades! Great Location, sparkling clean 1/2 duplex, patio home! New custom kitchen w/Alder cabs/ Quartz C-tops/LVP flooring/full dimensional tile backslash/motorized blinds! New main bath: long custom vanity/storage cabinet/ Quartz C-top/completely tiled walk n shower w/glass doors! New light fix: main bath/LR; New carpet throughout: March '25. NEWER: DW/deck/spindles/railing w/composite material/blinds on Bay Window/Champion Windows on main level: tip out for cleaning ease (12 month warranty to New Owner). Home painted thruout '25. New Great looking railing installed for front steps&from garage into home. Motion sensor light fixtures at front entry&on deck. Low flow toilets n both baths. This home has LOTS OF STORAGE: storage space & enclosed storage! External & internal water included in HOA. Mineral Rights included!||0|2|1/2 Duplex|-104.74147|40.41995|0|Oct 28 2025 04:15AM|03/21/2025|1SEAR|Steve|Baker|Cash,Conventional,FHA,VA|Private Owner|Monthly
1029156|1|Sold|435000|06/03/2025|435000|1426||39th|Ave||Greeley|Greeley|80634|Bittersweet Sub|Weld|10|10|4|3|Bi-Level||Attached|2|Scott|Heath|Greeley Central|Sellstate ACE Realty|3035310400|John Werkmeister|3035310400|0SSAR|41|R2035186|1977|0|2130|2130|1122|1008|1122|1122|0|No Basement||Living Room Fireplace,Family/Recreation Room Fireplace|Forced Air|||0.15|6687|Res||1343|2024|THIS WONDERFUL HOME FEELS AMAZING WITH SO MANY UPGRADES! Located directly across from Bittersweet Pool and Bittersweet Park-summer fun is just steps away! Seller is including a home warranty for peace of mind. Inside, you'll find a spacious living room with a cozy wood-burning fireplace, 4 bedrooms, 2 full baths, and a 3/4 bath. The dining room opens to a large 3-season deck with fresh paint, new railings, new carpet, and updated support posts. Upstairs features new carpet, vinyl plank flooring (lifetime warranty), new doors, trim, and fresh paint throughout. All bathrooms have been refreshed with new grout and caulking. Electrical outlets, switches, and GFCIs have been updated (upper level). Lower level has a second fireplace, all new carpet, new vinyl in the bath and laundry, and fresh paint (excluding bedrooms). Exterior improvements include new paint on siding, trim, doors, and railings, plus a new privacy fence on the north side. Too many updates to list-come see it for yourself!||0|1||-104.74089|40.41606|2|Jun 04 2025 10:03AM|03/22/2025|1RSRE|Brad|Inhulsen|Cash,Conventional,FHA,VA|Private Owner|
